1391,Great little humidifier,"Great little humidifier for a bedroom or small living room. I fill it up every other day and it works great. I've used tap water and it works well. Cleaning hasn't been needed just yet but it would be easy.. Filling is easy either by cups or taking the tank to the sink.
WiFi part works good. I've set up schedule for it to run from 3pm to 6am in bedroom while sleeping. And I set it to turn off display to sleep and on when I get home to see humidity levels. App works great and simple to operate.."
1392,Super quiet easy to use!,"Super quiet! Stopped my dogs from coughing during the night, helped my husband¡¯s snoring. Very easy to use. Just wish it didn¡¯t require distilled water."
1393,Love this machine!,"Great humidifier! Super happy with my purchase. The only reason I didn¡¯t give this machine a 5 star review is because of the operating buttons. I read complaints about the machine not working upon delivery on a few reviews. I believe the button design is to blame. It took me a few time to figure out the touch sensor design. The buttons are not raised so it¡¯s hard to tell if your turning it on. There is a slight delay when powering on if your fingers are cold. You just need to tap the buttons, no need to push hard. I think there touch technology is confusing for some consumers. Other than that, this is a GREAT product. I would definitely buy this again and recommend it for others. It¡¯s very easy to fill. I love the essential oil feature, two products in one. I sleep with this machine next to my bed, it¡¯s makes very little noise. I haven¡¯t had to clean it yet. The easy access to the tank should make it very easy to clean. If you¡¯re in the market for a humidifier look no further."
1394,best choice,This is the perfect humidifier! It's big and so convenient to add water or clean. It's also smart so I don't need to turn it on and off manually.
1395,Super happy,Absolutely no complaints. No noise and functionality is flawless. Paired to my alexa easy just wished there were more control options than on and off with voice. Tip is used filtered water. I used faucet and quickly went filtered with my brita. Otherwise you'll get white spots depending on your water and overtime the buildup may harm the humidifier
1396,Such a great humidifier,during the winter with our forced air heat it gets VERY dry and we run this humidifier in our downstairs which includes the kitchen dining room and living room.  It works all day long and is basically silent.  I couldn¡¯t have hoped for a better product.
1397,Yes! It's true - for large rooms,"Exatly purchased as seller describe ""for large room"".  First humidifier that I purchased that works in large room with cathedral ceiling - thank you Levoit"
1398,Great humidifier,"Bought this to sit next to the piano to maintain humidity. Our room is large and wide open so I was a little worried, but it keeps it steadily around 35% (which is good for a very dry climate). A full refill lasts about a day, running it constantly on high.

The humidity sensor is accurate when the humidifier isn't actually running, but when it's running the humidity is much higher where the sensor is than in the room. It's best to get external sensors and sit them around them room you're trying to maintain.

Humidifier is very quiet even when running on high, I was surprised. Overall a great product!"
1399,Amazing and funny Humidifier,"I have bought 4. We can control by Google voice, Alexa and app. We can schedule to turn on/off, the humidity level. Fantastic."
1400,touch controls do not work,I bought 2 of these and one works occasionally and the other not at all.
1401,Not that impressed,"It works, however...

Humidity gauge seems WAY off. Generally measures 10+ percentage points different from 2 other gauges I have in the room that are in sync with each other. Also, it shows wild swings in humidity that aren¡¯t in line with the other gauges. That being said, it¡¯s quiet and as long as you use distilled water, it put out a clean, non foggy mist."
1402,Best humidifier,By far the best humidifier I have bought over the years! Easy to clean and fill. It¡¯s quiet too. Love it!
1403,Best Smart purifier - you won¡¯t regret it,Outstanding device. The noise is so quite also the power of this device is amazing. I have a large 500sqft room and it takes of it easy. Also the smart feature was done well. It¡¯s amazing and really easy to use as a smart device. Great job to the company.
1404,Love it,Love that I can sync with my phone.
1405,"Great, quiet, and App is amazing",It's quiet and the sleep mode is excellent for the bedroom. The app on the phone is amazing and easy to use. 5 star!
1406,PLEASE READ,"The main features of this Humidifier is very nice:
1. Noise level
2. Sleep mode
3. Easy to clean

All the above are 5-stars ... BUT it is similar to others and leaks!

This is the 2nd brand one I've tested and both of them leak. The previous brand from TaoTonics, I tested two of them and both leak. I'm giving this two stars because the 3 points above are good, but -3 stars since it leaks!"
1407,Great Customer Service,One of the steps in setting up the humidifier was omitted from the instruction video. I contacted the support centre and got advice and had my humidifier working in less than 24 hours. The timely customer service and the efficiency of the support staff were great.
1408,Levoit Air Purifier,I have severe sinusitis most of the time. This is the third time I bought an air purifier and this product is the BEST air purifier I¡¯ve ever had. It helps me a lot to breathe and had a good sleep at night.  Highly recommended...
1409,Perfect for smaller rooms,Nice humidifier. Very quiet. First used in 18x24 living room with furnace going & this just couldn't get the humidity up to a decent degree. Moved it to 15x15 bedroom and it does help there. Like the sleep button option to turn off lights. Doesn't blow me away but worth the price of you're not looking for something too large.
1410,Good features,"I really like the app feature. I absolutely love the top fill. I like the timer setting.
Only it started leaking all over one night, thank goodness my husband caught it.not sure why that happened"
1411,Humidifier,Does a great job of raising your humidity.  Easy to fill
1412,Better than expected,This is the best cool air vaporizer I have used.  I especially appreciate the automatic humidity control.
1413,Easy to use,it is very easy to set up and control with the app on your phone.
1414,Leaked everywhere!,"This humidifier is absolute junk.

Our last large humidifier that we use in the living room in the winter just died so I was looking for something to replace it. I settled on this model. I wasn't thrilled about the shape of it since our last one was a tall one that held 2 gallons.

I opened this up and set it up. I filled it with water and turned it on. I had to push the on button about 5 times before it turned on. When it finally did, I immediately noticed the noise. A few hours later I checked on it, and there was water all over the floor.

This will be returned immediately."
1415,Quiet and works great!,Love how quiet it is and being able to use the app to control it. Great product for a great price.
1416,Buy this machine.,"This Levoit humidifier works and looks great.  I¡¯ve had mine for several months and it has seldom stopped humidifying.  Extremely quiet, easy fill and comes with wifi control.  Highly recommended."
1417,Name it something funny,"I love that this connects to my Alexa. I am still adjusting to creating a ""smart"" home. But fun suggestion: name it something fun. I named it ""WAP"" (Wet Air Producer) so when Alexa gives me alerts that my WAP needs water I get a nice giggle during the quarantine isolation days. Or telling Alexa to turn my WAP on. Also a fun giggle."
1418,Best Smart Humidifier to purchase,"I bought this for my bedroom because the low humidity was messing with my sleep. I love this thing especially the smart features. I use google home. I can ask google the humidity and it tells me what it is set to and what the current humidity is and it is accurate most times. The times when it is not accurate is you you use a water with a high temperature when filling. I don't know where the humidity sensor is but it is throws off the detection. This can be seen when you turn it on and expect it to turn on but the threshold is set and because of the water temp the threshold appears to be exceeded. You can have to turn on the humidifier manually and turn off threshold and wait a few minutes for the sensor to get its bearings. Another instance is when the you don't have the humidifier on and you ask google for the humidity, I don't think the sensor is set up to deliver the correct humidity to google unless the humidifier is running. You can have a humidity I guess stored in the output from hours ago and has not been updated until the humidifier is ran."
1419,Is NOT accurate!!! Warning,Is NOT accurate!!! Warning
1420,Stop searching and buy this.,"Fantastic product, easy to use, connected options are great."
1421,Great,Incredibly easy to set up. Love the Alexa connectivity. Extremely quiet
1422,Leaves residue!,What's this residue?!
1423,Stop looking and buy this one.,I love that you can add essential oils. It¡¯s top fill and the bottom of the container is flat and has handles so filling at the sink or from a pitcher of water makes it SO EASY! It¡¯s Bluetooth so your phone will tell you it¡¯s levels or when the water runs out and the humidity. I have mine hooked up to my Alexa which is capable of turning it on and off and switching to night light mode. I have the LEVOIT air purifier too which I love (wish they had the Bluetooth though when I bought). LEVOIT is a great brand and they have a modern sleek design and they serve their purpose perfectly.
1424,Great choice.,Like the display and controls. Holds a lot of water.
1425,Good unit and value.,"Like the WiFi capability and being able
to schedule automatic on/off. Aromatherapy is a nice feature. Operates totally silently."
1426,"Its quiet, can go 24 hrs without refilling, and its functionality is not annoying","So far so good! Virtually silent on any output level. I generally run the unit on its highest output, have done so for almost 2 weeks and no issues, no change in it being whisper quiet. I like that I can see exactly how much water is in it so I know when to refill. I'm a big fan of the easy top fill where you just lift off the top piece, no screwing it on and off or having to flip it. I just fill a pitcher and reload it. I would say the humidity level is off... We have it in a decent sized bedroom and I keep another thermostat with humidity check in there about 6 ft away and it generally shows the humidity level listed on the humidifier to be about 10% higher then what my thermometer is reading out...but its definitely putting out humid air and it definitely holds enough water that I can go a whole day without refilling it even on its highest mode...i love that there is no wick to repurchase and change out and the unit top that pulls off is plenty big to make cleaning easy. The app to control it from your phone if you want to was actually very easy to install and set up and works without error.  In short, I would buy this again. Its only been a few weeks but I'm a believer."
1427,Poorly designed leaks water all over floor. I wouldn't bother...,Bought one and it leaked in the same spot that other reviewers reported. Filled it and turned it on only to wake up in the morning to all of the water that was in the tank on my hardwood floor. It also either showed that the humidity level was very high and wouldn't turn on or would. run non-stop. I bought a replacement. It's missing the little magnet that tells the base that that the tank is on and it doesn't work. I miss my Air-O-Swiss.
1428,Very Quiet,We love this humidifier. It is very quiet even on the highest setting and it is easy to clean - especially since we use diatilled water only.
1429,Super quiet!,Puts out a lot of H20 but is super quiet. I like that there is no filter to replace. Thoroughly cleaning the unit was easy. Filling the unit from the top is a must have feature some humidifiers don¡¯t offer.
1430,I bought this for my plants,I love this!  I can control and monitor the humidity level from my phone! Very easy to use and fill.
1431,AMAZING! Best kept beauty secret!,This is the most awesome humidifier ever! It worked immediately after filing with water and turning it on. Cool mist billowed out of the top like fluffy clouds. I have been using the unit at night in sleep mode in the bedroom. It¡¯s nearly silent and completely dark. I swear it looks like I¡¯ve had a facial after a week! LOVE!
1432,Larger capacity then advertised,"I remember the ad said it held 1.3 gallons but I am finding it holds  more like 1.5 gallons.  It has great output and is easy to clean with white ammonia.
Could not get it to work with my WIFI but my set-up is more like 5Ghz than the lower one.  It is a humidifier so the WiFi connection would be nice but not needed overall."
1433,I bought two!,When it got really cold last month my humidity dropped below 20% so I picked one of these up.  It worked so good I picked up another for the basement.  I love that I can see the humidity and change settings through my phone (WiFi).  I would and have recommended these to friends.  Very happy!
1434,A humidifier that really works!,"This is the most effective and efficient humidifier I have ever used. It can increase the relative humidity in a 500 sq ft bedroom from 28 to 45% in less than 1hr, and keep it there, silently, for hours."
1435,Works great,Great humidifier. Practically silent and night mode turns off all illumination. Can also be controlled over wifi.
1436,Great humidifier!,Amazing humidifier all in all ! No noise at all . If you have Alexa in the home it is so simple to tell her to switch up the settings for you
1437,Use the app,Works great.  Be sure tonuse the app on your phone as the controls on the unit are erratic.
1438,Works Well and WIFI is a Big Bonus!,"I really like this machine. I purchased it to replace a much cheaper one I bought. It's easy to fill. Easy to clean and makes no noise at all. It has an electronic display to show you how humid the room is. The display is really bright but if you use the app (the device has wifi) you can turn the display off.

I also love that if I forget to turn it on before I'm in bed I can use the app to do that too. You can use the app to control every function on the humidifier, including the night light.

One note on the night light. It may provide comfort to some, but it is too dim to allow you to see around the room at night. If you were in an unfamiliar room you'd still bump into everything. But for me, I like my room pitch black so I don't use this function anyway."
1439,I haven't woken up to a blood bath since my purchase!,"This machine is so quite, you won't even notice it's running! I love that I can see the humidity level on the screen, and I haven't had any nose bleeds since I set this bad boy up! What a blessing."
1440,Most accurate,"Out of the 3 humidifiers I have, this one controls the humidity the best and most accurate with the least amount of swing from lower to higher RH.  My other humidifier would swing from 40% to 60% RH when I set it to 50%.  This one swings from 53% to 57% when set to 55%.  MUCH more accurate!  I love being able to control from phone!"
1441,Trouble connecting,I purchased 2 of these units but could not get one to connect.  Levoit customer service was not at all helpful so I¡¯m returning both.
1442,Leaks!!!,"Love that it has such a large tank and it is easy to clean but it leaks. Flooded my floor. Thought the first one I received was just a malfunctioned one, but second one does the same thing, so disappointed."
1443,Wrong room humidity reading,"The humidifier humidity reading is way above the actual room humidity, see attached photo. The actual  room humidity is 32% which I have confirmed with two other humidity sensors, while the humidifier reading on the device is 56%. This may be due to the humidity sensor location at the bottom of the device and it reads the wrong humidity, or the device is faulty. This makes the automatic humidity control setting useless. Therefore I leave it permanently on and monitor the  humidity with my accurate humidity sensor reading."
1444,Water accumulates near the mist output,See the photo - Water accumulates near the mist output and eventually drips to the table that the humidifier sits. I contacted LEVOIT and they told me it is designed that way! This is the most ridiculous response that I have ever received from customer services and their engineer teams. So be aware this humidifier may cause water damage to the surface that it sits and it is designed that way LOL
1445,Mildew smell won¡¯t go away,"This humidifier smelled like musty mildew from the second day we got it. I cleaned and cleaned and still, the mildew smell will not go away unless the unit is off. I¡¯ve had enough and returning."
1446,This is my favorite humidifier,I have a ton of different humidifiers and this is by far my favorite. It's super easy to operate with no guess work involved. Nice and quiet and works well. I love the easy different settings! I would buy again if needed for sure.
1447,Top-fill & 2 gallon tank! Perfect,"Love, love, love the 2-gallon tank & top fill. I don't use the app. I just turn it on & choose automatic humidity setting from the menu & that's it. It works great! LEVOIT is the only brand I will buy. I've tried others & all failed after the 1st year & one failed after a week! I am using a 5 or 6 yr old one in my bedroom & it's still working great! I use only distilled water @ 80 cents a gallons but otherwise they will get ruined with well water. Trust me, we've done that!"
1448,High-pitched electrical whine,"It has a high-pitched electrical whine when running. I exchanged it for another, and the second one had the same whine. It seems to work well. If you can ignore the whine it should be fine. Personally it drove me crazy."
1449,"Yay, finally an easy to clean humidifier!",I live in an area where it¡¯s winter half the year and very dry. This humidifier has been great! So easy to clean and very quite! I love you can download the app and use your phone as the remote. Would highly recommend it to anyone!
1450,Awesome,Worked great
1451,Top filling is much easier than the bottom fillers with their finicky gaskets.,Very quiet operation. In sleep mode it is both dark and quiet. Perfect for the bedroom!
1452,Does its job,Works well
1453,Just set and forget it.,This unit works just fine and keeps the humidity just at the right level it is great for the bedroom.
1454,Works Great,"I have absolutely no complaints about this product.
1. It DOES NOT leak. At least it does not for me. Just read the directions provided and you should be fine.
2. Its easy to connect to wifi.
3. It doesn't go through the water tank too fast. You can run it for nearly an entire day on high before it runs out."
1455,Nice sleep with humidity,I got this since my nose and mouth is dry at night.  This has helped a lot.
1456,White film it leaves is NOT worth the hassle.,The white film that it emits gets over everything in the house. This is really annoying and difficult to clean up.
1457,Great product!,It is quiet. It holds enough water to not have to mess with it on high for a couple of days.
1458,Super quiet,This is easy to fill and super quiet.  Turns off automatically when empty.
1459,Update: Leaks water  - Best looking humidifier but some problems,"Update: within a month it leaked water, I think the plunger design to close the water reservoir is poor. Returning bc of water leak

One of the best looking humidifiers and it puts a decent amount of moisture in the air. The humidity sensor is not accurate and the auto mode is pointless without the sensor working. If the sensor did work I wish you could adjust the auto target humidity without going in the app. The top fill makes it very easy to refill the water without schlepping a tank around. I will keep the humidity because of the top fill and aesthetics but if you want a humidifier with an auto mode look elsewhere."
1460,What's not to like? Well it's not compatible with Levoit's own Air Purifier. There is that.,"I was mostly happy with the vesync app to control the Levoit Air Purifier I bought so I thought why not get a Levoit humidifier to be controlled by the same app, so I bought this unit. Oh! Big mistake since running this purifier for just 4 to 5 hours and get the humidity level to a reasonable 40-45% the air purifier says bad air quality. Turn off the humidifier or switch to the bare bones $20 Wallyworld (WM) Mainstay and I can get and keep the humidity at that level and the air quality says good.

I got an email from vesync / levoit customer service asking how I liked the humidifier and I told them of the problem. I got a bubbly and oh so corporate response of how I should try placing them at opposite ends of the room or home. Well, it's been like that from the beginning. They went on to say that the units may not be compatible. I said they should disclose that on the product pages and the same customer service person told me they would 'think about that'. I would call this terrible and unconcerned customer service and poor product management to produce these two items that can't coexist in the same room.

Stay away."
1461,Quiet and efficient,The app really is not necessary.
1462,Good humidifier,Good performance
1463,Fantastic humidifier for plants,"I purchased this for some of my plant collection. Having gone through a few humidifiers in the past, I knew I wanted one that had a top fill & WiFi capabilities. This fits the bill perfectly. The only draw back, is that it has a single ¡°spout¡±. My previous humidifier had two spouts so you could direct the steam in multiple directions. I would still highly recommend this to any plant parent trying to prevent crispy tips."
1464,Noise is terrible but humidity is great,The only thing I do not like about this humidifier is that it gives off a very audible high pitch sound that is maddening when it¡¯s in the same room I¡¯m in. No way I could sleep with the sound in my bedroom and it¡¯s bothersome when I¡¯m sitting in the living room. Makes my ears feel like they¡¯re ringing. A little bummed because it has great humidity output.
1465,Made in China,"Just unpacked it, haven¡¯t used it yet. It says designed in CA. The machine also says ¡°made in China¡±"
1466,Best choice!,"Really low noise level. Much much easier to refill water with the top cap and great to have the auto mode: I don¡¯t need to worry to lower it if already reached the humidity, it does it automatically to the level I choose! And we can control it from the app, this is also great! And with the large water tank, it works all day long non stop without need to be refilling it. I really enjoyed it and I mean it! I have reviewed other options and definitely this is delivering all promised items with excellence."
1467,Great product.,This is perfect for our bedroom. Love that it¡¯s Bluetooth so if we are away I can turn it on & off remotely. The scheduler is handy as is the sleep mode that turns all the lighting off. Overall very happy.
1468,The best humidifier!,Very quiet and no filter to worry about!  Easy to clean.
1469,"Simple, quiet, easy","Best humidifier I have owned. I love that it's wifi and I dont have to leave my cozy spot to adjust settings. Love the nightlight, and love that the display can be turned off if I don't want the light. It is easy to fill, and easy to clean. Super quiet too! I forget it's on if the light is off."
1470,Love it!!,"Already I am loving this!!! I had one recently that was rated very high but a fairly new product. After using it for two days and not being very familiar with humidifiers, I noticed the mist was Just trickling out of her at the edges and not shooting up into the air, therefore my room Humidity never rose above 25ÿ This one after 10 minutes of turning it onÿ 35 and climbing! I love it!"
1471,Best thing ever,"It¡¯s well made, easy to set up, sooo quiet! The app is awesome and set up quickly without any issues! I¡¯m so happy with my purchase!!!!"
1472,Love it,Great product
1473,Great product amazing app features,"Upgraded to this unit from another, I need to be able to keep humidity where I want it and this does just that! Love the 1% adjustments with app"
1474,24 hours of continuous use not 60.,Burns through water much faster than indicated.  I run this overnight from 12-8 and have to refill it every three days.  So 24 hours of continuous use is more accurate than the 60 advertised.
1475,Humidifier not blowing out,Worked from January 14th to February 13th
1476,Stopped working after 3 days.,"Put this in my bedroom. At first, great. Would go through a whole tank in a night. Then it stopped working 3 days later. Won¡¯t even go thru a whole tank running 24 hours. It¡¯s also leaking at the seam where the tank connects to the base. Going to return it."
1477,Annoying noise,"I like the humidity monitor and the wide opening. Makes it easier to clean the top (but the base is still annoying to clean) but that¡¯s about it. I give it a one star because The motor makes an annoying whirring sound that¡¯s just loud enough to annoy you.  There are only three speeds, unlike other humidifiers that have a dial that let you control the amount of mist at a variable rate. I don¡¯t know if we¡¯ll keep it because it¡¯s just so l irritating.  I need to find something that¡¯s not going to sound like a bug in my ear."
1478,Easy to fill and easy to clean.,"This humidifier is the best ever! It's quiet, easy to fill, and easy to clean."
1479,Great Value,"Very nice product. Great features, quality materials, very nice design and works great so far. No issues. Setup was easy, the App was easy to setup and link to the humidifier. A little issue getting it to sync with Alexa but resolved quickly.  The App is very intuitive and easy to use. My only complaint is that the responsiveness of the App is slow and sluggish. Sometimes it times out and does not look like it implements the command, and then when you close and open back up, the command was initiated.  But overall very pleased."
1480,"Easy to use, Smart App is Nice, but difficult to turn on","I purchased the 6L, cool mist version that uses the smart phone app.  The directions clearly state that it needs to use distilled or purified water to avoid the white residue.  I use regular tap water and add in about a 1/2 c of vinegar every few times it gets filled and that seems to do the trick  (this will vary based on your water, obviously).  I did find that turning the unit on/off at the base wasn't easy.  It took several attempts to get the thing to turn on or off as pressing the button didn't seem to do anything.  Once I set up the Smart App, though, the unit turned on/off flawlessly."
1481,Great product,Love it!  Especially that you can add water from the top without having to take it off the base.
1482,The best I've ever .....,"Wow!  After using all kinds of humidifiers, this one by far is the best.  Top loading makes it easy to fill, quiet operation that I never really hear, and plenty of choices for humidity."
1483,Hoof,Hood
1484,Good,Very good humidifier.  May get another one for bedroom.
1485,A very important item to keep body¡¯s respiratory system in good condition in winter heating!,"We put this in our bedroom and close the door at night so the humidity stays about 40 to 45 %.  That keeps our nose  from being dry and bleeding,  our skin does not feel itchy and dry also during the furnace heating all winter long.
This is very easy to fill at the kitchen sink and last over 24 hours on automatic.  I have had this since January 7 and just cleaned it yesterday which was also easy to do.  This is a must during winter and a very good buy!"
1486,Great humidifier,"Okay, I confess I don't care about the wifi feature. So, I have no idea if that's a good/bad feature on this model.
But, as an actual humidifier, this is the JAM. It's super easy to clean, fill, is very quiet, and it's possible to easily turn off all lighting on the unit. The only thing I'll say is that the guage for in room humidity is always a little off since the guage is on the unit itself. Of course the room will be at a lesser percentage humidity the further from the unit you get. I have a separate little guage, and let me tell you, this humidifier ACTUALLY increases the humidity in the air greatly unlike other units I've had. It's pretty great."
1487,Shuts off,"Shuts off several times a day. I have to unplug it, plug it back in and then reset the settings.

This machine is useless."
1488,Love it,It¡¯s so cool. My daughter loves the fact that she can control it with an app. It has to stay at about 61% otherwise the floor will be wet in the morning but besides that no Complaints. No Noise or issues. I use filtered water.
1489,Overheated on the First Tank of Water,"Wanted to love the humidifier. However, as mentioned also by some other reviewers, I encountered an overheat issue. My unit overheated just by the third night and only half a tank of water was used. Water was VERY warm the next day and no steam was being generated. Felt extremely unsafe and decided to return immediately."
1490,12 hours on low mist,Doesn¡¯t last 60 hours.
1491,Humidity reading,"Avalon seems to be more accurate on the humidity level reading. Levoid is giving a 56, Avalon 40 and my Vicks hygrometer is saying 34RH at 66¡ãF"
1492,Great product!,"Great product so far! Easy fill, quiet and strong mist"
1493,The best humidifier!,"I recently bought a hygrometer to see the humidity levels in my apartment during the winter. It has been nearly 32% humidity all month so I bought this humidifier to help with the dry air. This one is the perfect humidifier for the price. It has a large enough tank to fill occasionally, the noise is not too loud that it keeps you up, and we have not had to worry about the carpet whenever we have it on low or medium. We did have an issue when we set it to high-- we woke up and the carpet was damp. So if you really need to put it on high, I recommend you put it up on something, ontop of a towel. However, it definitely raises the humidity in my bedroom and I use it almost every night. I highly recommend this humidifier!"
1494,Dead on arrival,I just took it out of the box.  It doesn't work at all.
1495,Works As Described! (Rare nowadays!),"This is a GREAT humidifier. It's an upgrade to our last one which broke in a move. We have a smaller one from the same brand and it worked so nice I decided to stay loyal to the company. The auto features are nice! I sometimes set it to start automatically in the morning so I don't wake up to a totally dry living room. It's whisper-quiet, seriously can't even hear it. The ability to add water in at the top is AWESOME. And it is large enough that it raises the humidity in our living space. We tried the smaller one (from the bedroom) and it didn't make a dent in the humidity. This one works well!"
1496,It definitely is whisper quiet,"We love it ... we were able to figure out how to install and use the App and the humidifier. We have noticed a difference right away in the humidity in our bedroom - for the better - although we are not yet getting the humidity (in our large bedroom) over 30%. The night light is a bit too bright but really, we are very happy with this purchase."
1497,Won't connect to WIFI,"I bought 2 of these and I actually copied another review because its identical to what I was going to write. "" got the Levoit Classic 300S humidifier because of its smart functions to connect with my Alexa. However, it is IMPOSSIBLE to make it connect to my 2.4 GHz wifi network. I've tried everything, like disabling my 5 GHz, network, disabling the firewall, bringing the device closer to the router, etc. It simply won't connect.

Through the VeSync app, I'm able to connect and find the humidifier through a Bluetooth connection. But then when the app prompts me to log in to my wifi network. After choosing my networking and inputting my credentials, the app runs for 36 seconds and then it crashes. IT'S SO FRUSTRATING.""
I have sent a support ticket asking for assistance so I will wait to see what happens but may end up sending back to Amazon unfortunately. Why have the technology if you can't utilize it."
1498,Humidifier Remedies Itching Skin!,"This humidifier is just the thing to remedy itching skin from dry, desert air!"
1499,Updated review,"Got this item today. Been trying out various humidifiers this winter with bad luck so far, and really hoping this slightly more expensive model does the trick. Here are my impressions so far in the first couple hours, and I¡¯ll update this review as time passes if I have additional findings.

The unit is easy to set up and pair with Bluetooth. The warranty registration is straightforward.

It¡¯s super quiet and easy to fill. The display is bright and easy to see, even from across the room. The app is user friendly and intuitive, and I was able to easily set to my target humidity level. I like that I can rotate the nozzle to direct the mist in the direction of my choosing. I like that night mode turns off the bright display. I like that it doesn¡¯t beep at all.

It seems like it will be easy to clean, though not as easy as some round units I¡¯ve tried. Those got sent back for beeping while sleeping, and not having effective enough output to raise humidity levels, respectively. I wish this one had a round tank like those did, but oh well.

I don¡¯t think the humidistat is super accurate, according to my hygrometer, but that¡¯s also somewhat to be expected. It¡¯s a matter then of how far apart the readings are and how consistent they are.

The unit so far says it¡¯s 5-10% more humid than what my hygrometer reads in the same room. Right now for example the base says 40% and the hygrometer about 6 feet away says 33%. This could cause issues because the instructions say that auto mode shuts off when the base reaches 50%. So that could be a problem if there¡¯s a disparity of 10% or more with the base shutting off before the space actually reaches the 40% minimum that I¡¯m aiming for.

That said, I¡¯ll need to give it a few days of use before I can form a solid opinion. I also am in my living room right now, which I expect to have a different performance than my bedroom which is much smaller and closed off from the rest of the house. I expect humidity to collect more efficiently in the bedroom.

If I have to run the unit on manual during the day in the living room to get it in the 40s, that¡¯s fine, as long as I can count on auto in my bedroom while I¡¯m sleeping and maintain humidity in the 40s. I¡¯ll update this review as I observe the unit¡¯s performance in various circumstances.

--------

Been running this at night for several nights now, and overall am pleased. It's not consistent with my hygrometer, but it's consistent with itself. Meaning if I want it to go up to 45% in the room, I have to set the unit to 55%. It works well in nighttime mode and is quiet."
1500,Super Quiet and Refined Humidifier,"I like the clean design and love the humidifier's multiple easy to use (very logical) features. I am not a tech savvy person and would have be happy with the humidifier's manual controls, however downloading the Vesync app was easy and using my iphone allows me to remotely schedule days, hours and levels of desired humidity, etc. And I was pleasantly surprised how quiet the humidifier is even on high mist, and no hum or gurgling that I found disturbing with previous humidifiers. Kudos to Levoit for providing a premium engineered humidifier with all the latest features and at a very reasonable price."
1501,Very hard to clean,"Our unit does not leak like some of the other reviews have noted. It is however very hard to clean. After about a week of use an orange moldy substance covers all of the hard to reach spaces. Soaking in vinegar helps but the small hard to reach spaces still have to be scrubbed clean. A small brush is provided but it doesn¡¯t do the trick. There is one spot that can¡¯t be reached at all. I got tired of changing the filters on my old unit but that was a breeze compared to this one. On the plus side it is quiet and easy to fill. Oh, and a white dust covers everything in the room after a day or two of use. As soon as the cold weather ends this unit is going in the trash."
1502,"Effective product, well worth its price!","We purchased this humidifier after much deliberation as we were unaware of the Levoit brand and whether it would meet our needs. Now after few weeks of use, we would gladly recommend this product to anyone looking to purchase a humidifier!
The tank has a large capacity, and lasts us 24 hrs for our 1000sqft apartment. Sometimes the apartment looks cloudy from all the vapor, but thats how we know its working!
It is easy to clean and due to the wide top opening it can be scrubbed with good ol soap and water into all corners! The tiny slots on the edges are such a smart idea as all the water is emptied out when turned upside down - my favorite feature about this device.
The display shows the humidity level in the room, which we see falling when the heater blows air or the windows are open. It also pairs with Alexa and can be voice controlled to set the humidity, turn on/off its light and schedule.
Compared to other products in this price range I feel this one has many features and is worth thr price."
1503,Runs for about two days on high.," The main reason I got this is because I hated that my other humidifier, by the same company, only lasted for a few hours before it was dry and then I'd have to keep on refilling it throughout the day. This one lasts for about two days before I have to refill it, on the high setting. It's nice to have the WiFi function though I won't likely need it since I'm running it all the time to keep my plants happy. The auto function doesn't seem to make it come on at all, and I've got very low humidity (20%). It's super easy to top fill with a pitcher and it's perfectly silent."
1504,Do Not Buy!!,"First off, it puts out no more mist than much cheaper humidifiers.  However much worse is that when I tried to opt-out of ¡°sharing¡± my information with ¡°partners¡± it took 15 minutes finding out how (why I wasted my time...).  Once there the instruction was to send a letter, snail mail.  I think the policy and hiding of it stinks and although not deceptive tells me to walk the other way."
1505,Piercing white noise on low and medium mist setting,I really like this humidifier and all of its features but there is a high pitched white noise that I¡¯m hearing when the mist level is set to low or medium. I am not hearing it on auto or high. It is piercing to my ears and I can¡¯t stand to hear it so I will be returning it but otherwise it works great. I especially love the wifi and smart features and that it detects the humidity of the room. I wish I could keep it.
1506,Wifi won't connect,"I got the Levoit Classic 300S humidifier because of its smart functions to connect with my Alexa. However, it is IMPOSSIBLE to make it connect to my 2.4 GHz wifi network. I've tried everything, like disabling my 5 GHz, network, disabling the firewall, bringing the device closer to the router, etc. It simply won't connect.

Through the VeSync app, I'm able to connect and find the humidifier through a Bluetooth connection. But then when the app prompts me to log in to my wifi network. After choosing my networking and inputting my credentials, the app runs for 36 seconds and then it crashes. IT'S SO FRUSTRATING.

I opened a ticket with Levoit but did not get any updates or feedback so far. I will return it to Amazon."
1507,The BEST humidifier We've Ever Bought,"The winter air is very dry and that is not good for our nine parrots or us. We bought this humidifier based on others' recommendations and since we bought our 1st, we have bought 2 more. The moisture in the air is almost instantly noticable. The birds are more calm (their skin gets dry also under all those feathers). Absolutely recommend this machine on functionality alone, but the remote features are amazing also!!!!"
1508,Finally a smart humidifier that works!,"Finally a smart humidifier that works! I¡¯ve gone through three smart humidifiers trying to find one that works. This humidifier is so quiet and easy to operate and being able to fill the tank from the top is a nice added bonus. Lastly, the app works great and was easy to set up. I¡¯ve had issues in the past with smart humidifiers and apps that just did not work. I¡¯m very satisfied with this purchase and would highly recommend it."
